iso3c,year,wbl_index
BTN,1984,55.0
BTN,1985,55.0
BTN,1986,55.0
BTN,1987,55.0
BTN,1988,55.0
BTN,1989,55.0
BTN,1990,55.0
BTN,1991,55.0
BTN,1992,55.0
BTN,1993,55.0
BTN,1994,55.0
BTN,1995,55.0
BTN,1996,55.0
BTN,1997,55.0
BTN,1998,55.0
BTN,1999,55.0
BTN,2000,55.0
BTN,2001,55.0
BTN,2002,51.9
BTN,2003,51.9
BTN,2004,51.9
BTN,2005,51.9
BTN,2006,51.9
BTN,2007,51.9
BTN,2008,66.9
BTN,2009,66.9
BTN,2010,66.9
BTN,2011,69.4
BTN,2012,69.4
BTN,2013,69.4
BTN,2014,71.9
BTN,2015,71.9
BTN,2016,71.9
BTN,2017,71.9
BTN,2018,71.9
BTN,2019,71.9
BTN,2020,71.9
BWA,1971,22.5
BWA,1972,25.0
BWA,1973,25.0
BWA,1974,25.0
BWA,1975,25.0
BWA,1976,25.0
BWA,1977,25.0
BWA,1978,25.0
BWA,1979,25.0
BWA,1980,25.0
BWA,1981,25.0
BWA,1982,25.0
BWA,1983,25.0
BWA,1984,25.0
BWA,1985,25.0
BWA,1986,25.0
BWA,1987,25.0
BWA,1988,25.0
BWA,1989,25.0
BWA,1990,25.0
BWA,1991,25.0
BWA,1992,25.0
BWA,1993,25.0
BWA,1994,28.1
BWA,1995,28.1
BWA,1996,28.1
BWA,1997,37.5
BWA,1998,40.6
BWA,1999,40.6
BWA,2000,40.6
BWA,2001,40.6
BWA,2002,40.6
BWA,2003,40.6
BWA,2004,40.6
BWA,2005,40.6
BWA,2006,61.3
BWA,2007,61.3
BWA,2008,61.3
BWA,2009,63.8
BWA,2010,63.8
BWA,2011,63.8
BWA,2012,63.8
BWA,2013,63.8
BWA,2014,63.8
BWA,2015,63.8
BWA,2016,63.8
BWA,2017,63.8
BWA,2018,63.8
BWA,2019,63.8
BWA,2020,63.8
CAF,1971,45.0
CAF,1972,45.0
CAF,1973,45.0
CAF,1974,45.0
CAF,1975,45.0
CAF,1976,45.0
CAF,1977,45.0
CAF,1978,45.0
CAF,1979,45.0
CAF,1980,45.0
CAF,1981,45.0
CAF,1982,45.0
CAF,1983,45.0
CAF,1984,45.0
CAF,1985,45.0
CAF,1986,45.0
CAF,1987,45.0
CAF,1988,45.0
CAF,1989,45.0
CAF,1990,45.0
CAF,1991,45.0
CAF,1992,45.0
CAF,1993,45.0
CAF,1994,45.0
CAF,1995,45.0
CAF,1996,45.0
CAF,1997,45.0
CAF,1998,45.0
CAF,1999,56.3
CAF,2000,56.3
CAF,2001,56.3
CAF,2002,56.3
CAF,2003,56.3
CAF,2004,56.3
CAF,2005,56.3
CAF,2006,56.3
CAF,2007,56.3
CAF,2008,71.3
CAF,2009,71.3
CAF,2010,71.3
CAF,2011,71.3
CAF,2012,71.3
CAF,2013,71.3
CAF,2014,71.3
CAF,2015,71.3
CAF,2016,71.3
CAF,2017,71.3
CAF,2018,71.3
CAF,2019,71.3
CAF,2020,71.3
CAN,1971,66.3
CAN,1972,66.3
CAN,1973,68.8
CAN,1974,68.8
CAN,1975,68.8
CAN,1976,71.3
CAN,1977,71.3
CAN,1978,74.4
CAN,1979,77.5
CAN,1980,80.6
CAN,1981,80.6
CAN,1982,80.6
CAN,1983,80.6
CAN,1984,80.6
CAN,1985,80.6
CAN,1986,86.3
CAN,1987,86.3
CAN,1988,89.4
CAN,1989,89.4
CAN,1990,89.4
CAN,1991,95.0
CAN,1992,97.5
CAN,1993,97.5
CAN,1994,97.5
CAN,1995,97.5
CAN,1996,97.5
CAN,1997,97.5
CAN,1998,97.5
CAN,1999,97.5
CAN,2000,97.5
CAN,2001,97.5
CAN,2002,97.5
CAN,2003,97.5
CAN,2004,97.5
CAN,2005,97.5
CAN,2006,97.5
CAN,2007,97.5
CAN,2008,97.5
CAN,2009,97.5
CAN,2010,97.5
CAN,2011,97.5
CAN,2012,97.5
CAN,2013,97.5
CAN,2014,97.5
CAN,2015,97.5
CAN,2016,97.5
CAN,2017,97.5
CAN,2018,97.5
CAN,2019,97.5
CAN,2020,100.0
CHE,1971,46.3
CHE,1972,46.3
CHE,1973,46.3
CHE,1974,46.3
CHE,1975,46.3
CHE,1976,46.3
CHE,1977,46.3
CHE,1978,46.3
CHE,1979,46.3
CHE,1980,46.3
CHE,1981,46.3
CHE,1982,46.3
CHE,1983,46.3
CHE,1984,46.3
CHE,1985,46.3
CHE,1986,60.0
CHE,1987,60.0
CHE,1988,60.0
CHE,1989,62.5
CHE,1990,62.5
CHE,1991,62.5
CHE,1992,62.5
CHE,1993,62.5
CHE,1994,62.5
CHE,1995,62.5
CHE,1996,75.0
CHE,1997,78.1
CHE,1998,78.1
CHE,1999,78.1
CHE,2000,78.1
CHE,2001,78.1
CHE,2002,78.1
CHE,2003,78.1
CHE,2004,78.1
CHE,2005,78.1
CHE,2006,80.6
CHE,2007,83.1
CHE,2008,85.6
CHE,2009,85.6
CHE,2010,85.6
CHE,2011,85.6
CHE,2012,85.6
CHE,2013,85.6
CHE,2014,85.6
CHE,2015,85.6
CHE,2016,85.6
CHE,2017,85.6
CHE,2018,85.6
CHE,2019,85.6
CHE,2020,85.6
CHL,1971,33.8
CHL,1972,33.8
CHL,1973,33.8
CHL,1974,36.3
CHL,1975,36.3
CHL,1976,36.3
CHL,1977,36.3
CHL,1978,36.3
CHL,1979,36.3
CHL,1980,36.3
CHL,1981,36.3
CHL,1982,36.3
CHL,1983,36.3
CHL,1984,36.3
CHL,1985,36.3
CHL,1986,36.3
CHL,1987,36.3
CHL,1988,36.3
CHL,1989,36.3
CHL,1990,36.3
CHL,1991,54.4
CHL,1992,54.4
CHL,1993,54.4
CHL,1994,54.4
CHL,1995,60.6
CHL,1996,60.6
CHL,1997,60.6
CHL,1998,60.6
CHL,1999,60.6
CHL,2000,60.6
CHL,2001,60.6
CHL,2002,60.6
CHL,2003,60.6
CHL,2004,63.8
CHL,2005,63.8
CHL,2006,66.9
CHL,2007,71.9
CHL,2008,71.9
CHL,2009,75.0
CHL,2010,75.0
CHL,2011,75.0
CHL,2012,75.0
CHL,2013,77.5
CHL,2014,77.5
CHL,2015,77.5
CHL,2016,77.5
CHL,2017,77.5
CHL,2018,77.5
CHL,2019,77.5
CHL,2020,77.5
CHN,1971,56.9
CHN,1972,56.9
CHN,1973,56.9
CHN,1974,56.9
CHN,1975,56.9
CHN,1976,56.9
CHN,1977,56.9
CHN,1978,56.9
CHN,1979,56.9
CHN,1980,56.9
CHN,1981,56.9
CHN,1982,56.9
CHN,1983,56.9
CHN,1984,56.9
CHN,1985,56.9
CHN,1986,56.9
CHN,1987,56.9
CHN,1988,56.9
CHN,1989,56.9
CHN,1990,59.4
CHN,1991,59.4
CHN,1992,59.4
CHN,1993,59.4
CHN,1994,59.4
CHN,1995,59.4
CHN,1996,62.5
CHN,1997,62.5
CHN,1998,62.5
CHN,1999,62.5
CHN,2000,62.5
CHN,2001,62.5
CHN,2002,62.5
CHN,2003,62.5
CHN,2004,62.5
CHN,2005,67.5
CHN,2006,67.5
CHN,2007,72.5
CHN,2008,72.5
CHN,2009,69.4
CHN,2010,69.4
CHN,2011,69.4
CHN,2012,69.4
CHN,2013,75.6
CHN,2014,75.6
CHN,2015,75.6
CHN,2016,75.6
CHN,2017,75.6
CHN,2018,75.6
CHN,2019,75.6
CHN,2020,75.6
CIV,1971,45.6
CIV,1972,45.6
CIV,1973,45.6
CIV,1974,45.6
CIV,1975,45.6
CIV,1976,45.6
CIV,1977,45.6
CIV,1978,45.6
CIV,1979,45.6
CIV,1980,45.6
CIV,1981,45.6
CIV,1982,45.6
CIV,1983,45.6
CIV,1984,45.6
CIV,1985,48.8
CIV,1986,48.8
CIV,1987,48.8
CIV,1988,48.8
CIV,1989,48.8
CIV,1990,48.8
CIV,1991,48.8
CIV,1992,48.8
CIV,1993,48.8
CIV,1994,48.8
CIV,1995,48.8
CIV,1996,63.1
CIV,1997,63.1
CIV,1998,63.1
CIV,1999,63.1
CIV,2000,69.4
CIV,2001,69.4
CIV,2002,69.4
CIV,2003,69.4
CIV,2004,69.4
CIV,2005,69.4
CIV,2006,69.4
CIV,2007,69.4
CIV,2008,69.4
CIV,2009,69.4
CIV,2010,69.4
CIV,2011,69.4
CIV,2012,69.4
CIV,2013,69.4
CIV,2014,78.1
CIV,2015,78.1
CIV,2016,78.1
CIV,2017,78.1
CIV,2018,78.1
CIV,2019,78.1
CIV,2020,83.1
CMR,1971,48.1
CMR,1972,48.1
CMR,1973,48.1
CMR,1974,48.1
CMR,1975,48.1
CMR,1976,48.1
CMR,1977,48.1
CMR,1978,48.1
CMR,1979,48.1
CMR,1980,48.1
CMR,1981,48.1
CMR,1982,48.1
CMR,1983,48.1
CMR,1984,48.1
CMR,1985,48.1
CMR,1986,48.1
CMR,1987,48.1
CMR,1988,48.1
CMR,1989,48.1
CMR,1990,48.1
CMR,1991,48.1
CMR,1992,48.1
CMR,1993,48.1
CMR,1994,50.6
CMR,1995,50.6
CMR,1996,50.6
CMR,1997,50.6
CMR,1998,50.6
CMR,1999,50.6
CMR,2000,50.6
CMR,2001,50.6
CMR,2002,50.6
CMR,2003,50.6
CMR,2004,50.6
CMR,2005,50.6
CMR,2006,50.6
CMR,2007,50.6
CMR,2008,50.6
CMR,2009,50.6
CMR,2010,50.6
CMR,2011,50.6
CMR,2012,50.6
CMR,2013,50.6
CMR,2014,50.6
CMR,2015,50.6
CMR,2016,50.6
CMR,2017,50.6
CMR,2018,56.9
CMR,2019,56.9
CMR,2020,56.9
COG,1971,40.0
COG,1972,40.0
COG,1973,40.0
COG,1974,40.0
COG,1975,40.0
COG,1976,40.0
COG,1977,40.0
COG,1978,40.0
COG,1979,40.0
COG,1980,40.0
COG,1981,40.0
COG,1982,40.0
COG,1983,40.0
COG,1984,40.0
COG,1985,40.0
COG,1986,46.3
COG,1987,46.3
COG,1988,46.3
COG,1989,46.3
COG,1990,46.3
COG,1991,46.3
COG,1992,46.3
COG,1993,46.3
COG,1994,46.3
COG,1995,46.3
COG,1996,46.3
COG,1997,46.3
COG,1998,46.3
COG,1999,46.3
COG,2000,46.3
COG,2001,46.3
COG,2002,46.3
COG,2003,46.3
COG,2004,46.3
COG,2005,46.3
COG,2006,46.3
COG,2007,46.3
COG,2008,46.3
COG,2009,46.3
COG,2010,46.3
COG,2011,46.3
COG,2012,46.3
COG,2013,46.3
COG,2014,46.3
COG,2015,46.3
COG,2016,46.3
COG,2017,46.3
COG,2018,46.3
COG,2019,46.3
COG,2020,46.3
COL,1971,51.3
COL,1972,51.3
COL,1973,51.3
COL,1974,51.3
COL,1975,51.3
COL,1976,56.9
COL,1977,59.4
COL,1978,59.4
COL,1979,59.4
COL,1980,59.4
COL,1981,59.4
COL,1982,59.4
COL,1983,59.4
COL,1984,59.4
COL,1985,59.4
COL,1986,59.4
COL,1987,59.4
COL,1988,59.4
COL,1989,59.4
COL,1990,59.4
COL,1991,59.4
COL,1992,59.4
COL,1993,59.4
COL,1994,59.4
COL,1995,59.4
COL,1996,59.4
COL,1997,59.4
COL,1998,61.9
COL,1999,61.9
COL,2000,61.9
COL,2001,61.9
COL,2002,61.9
COL,2003,64.4
COL,2004,66.9
COL,2005,66.9
COL,2006,66.9
COL,2007,73.1
COL,2008,73.1
COL,2009,73.1
COL,2010,73.1
COL,2011,73.1
COL,2012,73.1
COL,2013,78.8
COL,2014,78.8
COL,2015,78.8
COL,2016,78.8
COL,2017,78.8
COL,2018,81.9
COL,2019,81.9
COL,2020,81.9
COM,1971,35.6
COM,1972,35.6
COM,1973,35.6
COM,1974,35.6
COM,1975,35.6
COM,1976,35.6
COM,1977,35.6
COM,1978,35.6
COM,1979,35.6
COM,1980,35.6
COM,1981,35.6
COM,1982,35.6
COM,1983,38.1
COM,1984,38.1
COM,1985,43.8
COM,1986,43.8
COM,1987,43.8
COM,1988,43.8
COM,1989,43.8
COM,1990,43.8
COM,1991,43.8
COM,1992,43.8
COM,1993,43.8
COM,1994,43.8
COM,1995,43.8
COM,1996,43.8
COM,1997,43.8
COM,1998,43.8
COM,1999,43.8
COM,2000,43.8
COM,2001,43.8
COM,2002,43.8
COM,2003,43.8
COM,2004,43.8
COM,2005,43.8
COM,2006,43.8
COM,2007,43.8
COM,2008,43.8
COM,2009,43.8
COM,2010,43.8
COM,2011,43.8
COM,2012,43.8
COM,2013,43.8
COM,2014,56.3
COM,2015,56.3
COM,2016,58.8
COM,2017,58.8
COM,2018,58.8
COM,2019,58.8
COM,2020,58.8
CPV,1971,36.9
CPV,1972,36.9
CPV,1973,36.9
CPV,1974,36.9
CPV,1975,36.9
CPV,1976,36.9
CPV,1977,36.9
CPV,1978,39.4
CPV,1979,39.4
CPV,1980,39.4
CPV,1981,39.4
CPV,1982,41.9
CPV,1983,60.0
CPV,1984,63.1
CPV,1985,63.1
CPV,1986,63.1
CPV,1987,63.1
CPV,1988,63.1
CPV,1989,63.1
CPV,1990,63.1
CPV,1991,63.1
CPV,1992,63.1
CPV,1993,63.1
CPV,1994,63.1
CPV,1995,63.1
CPV,1996,63.1
CPV,1997,63.1
CPV,1998,63.1
CPV,1999,63.1
CPV,2000,63.1
CPV,2001,63.1
CPV,2002,63.1
CPV,2003,63.1
CPV,2004,63.1
CPV,2005,78.1
CPV,2006,78.1
CPV,2007,78.1
CPV,2008,78.1
CPV,2009,86.3
CPV,2010,86.3
CPV,2011,86.3
CPV,2012,86.3
CPV,2013,86.3
CPV,2014,86.3
CPV,2015,86.3
CPV,2016,86.3
CPV,2017,86.3
CPV,2018,86.3
CPV,2019,86.3
CPV,2020,86.3
CRI,1971,60.6
CRI,1972,60.6
CRI,1973,60.6
CRI,1974,60.6
CRI,1975,63.1
CRI,1976,63.1
CRI,1977,63.1
CRI,1978,63.1
CRI,1979,63.1
CRI,1980,63.1
CRI,1981,63.1
CRI,1982,63.1
CRI,1983,63.1
CRI,1984,63.1
CRI,1985,63.1
CRI,1986,63.1
CRI,1987,65.6
CRI,1988,65.6
CRI,1989,65.6
CRI,1990,65.6
CRI,1991,65.6
CRI,1992,65.6
CRI,1993,65.6
CRI,1994,65.6
CRI,1995,65.6
CRI,1996,75.0
CRI,1997,77.5
CRI,1998,77.5
CRI,1999,77.5
CRI,2000,77.5
CRI,2001,77.5
CRI,2002,77.5
CRI,2003,77.5
CRI,2004,77.5
CRI,2005,77.5
CRI,2006,77.5
CRI,2007,77.5
CRI,2008,77.5
CRI,2009,80.0
CRI,2010,80.0
CRI,2011,80.0
CRI,2012,80.0
CRI,2013,80.0
CRI,2014,80.0
CRI,2015,80.0
CRI,2016,80.0
CRI,2017,80.0
CRI,2018,80.0
CRI,2019,80.0
CRI,2020,80.0
CYP,1971,60.0
CYP,1972,60.0
CYP,1973,60.0
CYP,1974,63.1
CYP,1975,63.1
CYP,1976,63.1
CYP,1977,63.1
CYP,1978,63.1
CYP,1979,63.1
CYP,1980,63.1
CYP,1981,65.6
CYP,1982,65.6
CYP,1983,65.6
CYP,1984,65.6
CYP,1985,65.6
CYP,1986,65.6
CYP,1987,65.6
CYP,1988,68.1
CYP,1989,68.1
CYP,1990,68.1
CYP,1991,71.3
CYP,1992,73.8
CYP,1993,73.8
CYP,1994,73.8
CYP,1995,73.8
CYP,1996,76.3
CYP,1997,76.3
CYP,1998,76.3
CYP,1999,76.3
CYP,2000,76.3
CYP,2001,76.3
CYP,2002,76.3
CYP,2003,76.3
CYP,2004,85.6
CYP,2005,85.6
CYP,2006,85.6
CYP,2007,85.6
CYP,2008,85.6
CYP,2009,88.8
CYP,2010,88.8
CYP,2011,88.8
CYP,2012,88.8
CYP,2013,88.8
CYP,2014,88.8
CYP,2015,88.8
CYP,2016,88.8
CYP,2017,88.8
CYP,2018,88.8
CYP,2019,91.3
CYP,2020,91.3
CZE,1971,64.4
CZE,1972,64.4
CZE,1973,64.4
CZE,1974,64.4
CZE,1975,64.4
CZE,1976,64.4
CZE,1977,64.4
CZE,1978,64.4
CZE,1979,64.4
CZE,1980,64.4
CZE,1981,67.5
CZE,1982,67.5
CZE,1983,67.5
CZE,1984,67.5
CZE,1985,67.5
CZE,1986,67.5
CZE,1987,67.5
CZE,1988,67.5
CZE,1989,67.5
CZE,1990,67.5
CZE,1991,67.5
CZE,1992,70.0
CZE,1993,70.0
CZE,1994,70.0
CZE,1995,70.0
CZE,1996,73.1
CZE,1997,73.1
CZE,1998,73.1
CZE,1999,73.1
CZE,2000,73.1
CZE,2001,73.1
CZE,2002,73.1
CZE,2003,73.1
CZE,2004,73.1
CZE,2005,73.1
CZE,2006,73.1
CZE,2007,81.9
CZE,2008,81.9
CZE,2009,88.1
CZE,2010,88.1
CZE,2011,88.1
CZE,2012,88.1
CZE,2013,91.3
CZE,2014,91.3
CZE,2015,91.3
CZE,2016,91.3
CZE,2017,91.3
CZE,2018,91.3
CZE,2019,93.8
CZE,2020,93.8
DEU,1971,65.0
DEU,1972,65.0
DEU,1973,65.0
DEU,1974,65.0
DEU,1975,65.0
DEU,1976,65.0
DEU,1977,65.0
DEU,1978,68.1
DEU,1979,68.1
DEU,1980,68.1
DEU,1981,68.1
DEU,1982,68.1
DEU,1983,68.1
DEU,1984,68.1
DEU,1985,68.1
DEU,1986,68.1
DEU,1987,73.8
DEU,1988,73.8
DEU,1989,73.8
DEU,1990,73.8
DEU,1991,73.8
DEU,1992,73.8
DEU,1993,73.8
DEU,1994,73.8
DEU,1995,73.8
DEU,1996,76.9
DEU,1997,76.9
DEU,1998,76.9
DEU,1999,76.9
DEU,2000,76.9
DEU,2001,76.9
DEU,2002,76.9
DEU,2003,79.4
DEU,2004,79.4
DEU,2005,79.4
DEU,2006,79.4
DEU,2007,79.4
DEU,2008,91.3
DEU,2009,91.3
DEU,2010,94.4
DEU,2011,94.4
DEU,2012,94.4
DEU,2013,94.4
DEU,2014,94.4
DEU,2015,94.4
DEU,2016,94.4
DEU,2017,94.4
DEU,2018,94.4
DEU,2019,97.5
DEU,2020,97.5
DJI,1971,43.8
DJI,1972,43.8
DJI,1973,43.8
DJI,1974,43.8
DJI,1975,43.8
DJI,1976,43.8
DJI,1977,43.8
DJI,1978,43.8
DJI,1979,43.8
DJI,1980,43.8
DJI,1981,43.8
DJI,1982,43.8
DJI,1983,43.8
DJI,1984,43.8
DJI,1985,43.8
DJI,1986,43.8
DJI,1987,43.8
DJI,1988,43.8
DJI,1989,43.8
DJI,1990,43.8
DJI,1991,50.0
DJI,1992,50.0
DJI,1993,50.0
DJI,1994,50.0
DJI,1995,50.0
DJI,1996,53.1
DJI,1997,53.1
DJI,1998,53.1
DJI,1999,53.1
DJI,2000,53.1
DJI,2001,53.1
DJI,2002,53.1
DJI,2003,53.1
DJI,2004,53.1
DJI,2005,53.1
DJI,2006,56.3
DJI,2007,59.4
DJI,2008,59.4
DJI,2009,59.4
DJI,2010,59.4
DJI,2011,59.4
DJI,2012,59.4
DJI,2013,59.4
DJI,2014,59.4
DJI,2015,59.4
DJI,2016,59.4
DJI,2017,59.4
DJI,2018,59.4
DJI,2019,61.9
DJI,2020,68.1
DMA,1971,48.8
DMA,1972,48.8
DMA,1973,48.8
DMA,1974,53.8
DMA,1975,53.8
DMA,1976,53.8
DMA,1977,60.0
DMA,1978,60.0
DMA,1979,60.0
DMA,1980,60.0
DMA,1981,60.0
DMA,1982,60.0
DMA,1983,60.0
DMA,1984,60.0
DMA,1985,60.0
DMA,1986,60.0
DMA,1987,60.0
DMA,1988,60.0
DMA,1989,60.0
DMA,1990,60.0
DMA,1991,60.0
DMA,1992,60.0
DMA,1993,60.0
DMA,1994,60.0
DMA,1995,60.0
DMA,1996,60.0
DMA,1997,60.0
DMA,1998,60.0
DMA,1999,60.0
DMA,2000,60.0
DMA,2001,60.0
DMA,2002,60.0
DMA,2003,62.5
DMA,2004,62.5
DMA,2005,62.5
DMA,2006,62.5
DMA,2007,62.5
DMA,2008,62.5
DMA,2009,62.5
DMA,2010,62.5
DMA,2011,62.5
DMA,2012,62.5
DMA,2013,62.5
DMA,2014,62.5
DMA,2015,62.5
DMA,2016,62.5
DMA,2017,62.5
DMA,2018,62.5
DMA,2019,62.5
DMA,2020,62.5
DNK,1971,71.3
DNK,1972,71.3
DNK,1973,71.3
DNK,1974,71.3
DNK,1975,71.3
DNK,1976,71.3
DNK,1977,71.3
DNK,1978,71.3
DNK,1979,71.3
DNK,1980,71.3
DNK,1981,71.3
DNK,1982,71.3
DNK,1983,71.3
DNK,1984,71.3
DNK,1985,71.3
DNK,1986,76.3
DNK,1987,76.3
DNK,1988,76.3
DNK,1989,76.3
DNK,1990,78.8
DNK,1991,78.8
DNK,1992,78.8
DNK,1993,81.9
DNK,1994,81.9
DNK,1995,81.9
DNK,1996,81.9
DNK,1997,81.9
DNK,1998,81.9
DNK,1999,85.0
DNK,2000,85.0
DNK,2001,91.3
DNK,2002,91.3
DNK,2003,91.3
DNK,2004,91.3
DNK,2005,91.3
DNK,2006,91.3
DNK,2007,91.3
DNK,2008,91.3
DNK,2009,97.5
DNK,2010,97.5
DNK,2011,97.5
DNK,2012,97.5
DNK,2013,100.0
DNK,2014,100.0
DNK,2015,100.0
DNK,2016,100.0
DNK,2017,100.0
DNK,2018,100.0
DNK,2019,100.0
DNK,2020,100.0
DOM,1971,40.0
DOM,1972,40.0
DOM,1973,40.0
DOM,1974,40.0
DOM,1975,40.0
DOM,1976,40.0
DOM,1977,40.0
DOM,1978,40.0
DOM,1979,40.0
DOM,1980,58.1
DOM,1981,58.1
DOM,1982,58.1
DOM,1983,58.1
DOM,1984,58.1
DOM,1985,58.1
DOM,1986,58.1
DOM,1987,58.1
DOM,1988,58.1
DOM,1989,58.1
DOM,1990,58.1
DOM,1991,58.1
DOM,1992,58.1
DOM,1993,70.0
DOM,1994,70.0
DOM,1995,70.0
DOM,1996,70.0
DOM,1997,70.0
DOM,1998,75.6
DOM,1999,75.6
DOM,2000,75.6
DOM,2001,75.6
DOM,2002,75.6
DOM,2003,80.6
DOM,2004,80.6
DOM,2005,80.6
DOM,2006,80.6
DOM,2007,80.6
DOM,2008,80.6
DOM,2009,80.6
DOM,2010,80.6
DOM,2011,80.6
DOM,2012,80.6
DOM,2013,80.6
DOM,2014,80.6
DOM,2015,80.6
DOM,2016,83.8
DOM,2017,83.8
DOM,2018,86.3
DOM,2019,86.3
DOM,2020,86.3
DZA,1971,32.5
DZA,1972,32.5
DZA,1973,32.5
DZA,1974,32.5
DZA,1975,32.5
DZA,1976,32.5
DZA,1977,32.5
DZA,1978,32.5
DZA,1979,32.5
DZA,1980,32.5
DZA,1981,32.5
DZA,1982,32.5
DZA,1983,32.5
DZA,1984,35.6
DZA,1985,38.1
DZA,1986,38.1
DZA,1987,38.1
DZA,1988,38.1
DZA,1989,38.1
DZA,1990,38.1
DZA,1991,43.8
DZA,1992,43.8
DZA,1993,43.8
DZA,1994,43.8
DZA,1995,43.8
DZA,1996,43.8
DZA,1997,43.8
DZA,1998,40.6
DZA,1999,40.6
DZA,2000,40.6
DZA,2001,40.6
DZA,2002,40.6
DZA,2003,40.6
DZA,2004,40.6
DZA,2005,40.6
DZA,2006,55.0
DZA,2007,55.0
DZA,2008,55.0
DZA,2009,55.0
DZA,2010,55.0
DZA,2011,55.0
DZA,2012,55.0
DZA,2013,55.0
DZA,2014,55.0
DZA,2015,55.0
DZA,2016,55.0
DZA,2017,57.5
DZA,2018,57.5
DZA,2019,57.5
DZA,2020,57.5
ECU,1971,34.4
ECU,1972,51.9
ECU,1973,51.9
ECU,1974,51.9
ECU,1975,51.9
ECU,1976,51.9
ECU,1977,51.9
ECU,1978,51.9
ECU,1979,51.9
ECU,1980,51.9
ECU,1981,51.9
ECU,1982,51.9
ECU,1983,51.9
ECU,1984,51.9
ECU,1985,51.9
ECU,1986,51.9
ECU,1987,51.9
ECU,1988,51.9
ECU,1989,51.9
ECU,1990,58.1
ECU,1991,63.8
ECU,1992,63.8
ECU,1993,63.8
ECU,1994,63.8
ECU,1995,63.8
ECU,1996,63.8
ECU,1997,66.3
ECU,1998,66.3
ECU,1999,66.3
ECU,2000,75.6
ECU,2001,75.6
ECU,2002,75.6
ECU,2003,78.8
ECU,2004,78.8
ECU,2005,78.8
ECU,2006,78.8
ECU,2007,81.3
ECU,2008,81.3
ECU,2009,81.3
ECU,2010,84.4
ECU,2011,84.4
ECU,2012,84.4
ECU,2013,84.4
ECU,2014,84.4
ECU,2015,84.4
ECU,2016,84.4
ECU,2017,89.4
ECU,2018,89.4
ECU,2019,89.4
ECU,2020,89.4
EGY,1971,29.4
EGY,1972,29.4
EGY,1973,29.4
EGY,1974,29.4
EGY,1975,29.4
EGY,1976,29.4
EGY,1977,29.4
EGY,1978,29.4
EGY,1979,29.4
EGY,1980,29.4
EGY,1981,29.4
EGY,1982,29.4
EGY,1983,29.4
EGY,1984,29.4
EGY,1985,29.4
EGY,1986,29.4
EGY,1987,30.0
EGY,1988,30.0
EGY,1989,30.0
EGY,1990,30.0
EGY,1991,30.0
EGY,1992,32.5
EGY,1993,32.5
EGY,1994,32.5
EGY,1995,32.5
EGY,1996,32.5
EGY,1997,32.5
EGY,1998,32.5
EGY,1999,32.5
EGY,2000,32.5
EGY,2001,32.5
EGY,2002,35.6
EGY,2003,35.6
EGY,2004,38.8
EGY,2005,38.8
EGY,2006,38.8
EGY,2007,38.8
EGY,2008,38.8
EGY,2009,38.8
EGY,2010,38.8
EGY,2011,38.8
EGY,2012,38.8
EGY,2013,38.8
EGY,2014,38.8
EGY,2015,38.8
EGY,2016,45.0
EGY,2017,45.0
EGY,2018,45.0
EGY,2019,45.0
EGY,2020,45.0
ERI,1971,50.6
ERI,1972,50.6
ERI,1973,50.6
ERI,1974,50.6
ERI,1975,50.6
ERI,1976,50.6
ERI,1977,50.6
ERI,1978,50.6
ERI,1979,50.6
ERI,1980,50.6
ERI,1981,50.6
ERI,1982,50.6
ERI,1983,50.6
ERI,1984,50.6
ERI,1985,50.6
ERI,1986,50.6
ERI,1987,50.6
ERI,1988,50.6
ERI,1989,50.6
ERI,1990,50.6
ERI,1991,50.6
ERI,1992,50.6
ERI,1993,66.3
ERI,1994,66.3
ERI,1995,66.3
ERI,1996,66.3
ERI,1997,66.3
ERI,1998,66.3
ERI,1999,66.3
ERI,2000,66.3
ERI,2001,66.3
ERI,2002,66.3
ERI,2003,69.4
ERI,2004,69.4
ERI,2005,69.4
ERI,2006,69.4
ERI,2007,69.4
ERI,2008,69.4
ERI,2009,69.4
ERI,2010,69.4
ERI,2011,69.4
ERI,2012,69.4
ERI,2013,69.4
ERI,2014,69.4
ERI,2015,69.4
ERI,2016,69.4
ERI,2017,69.4
ERI,2018,69.4
ERI,2019,69.4
ERI,2020,69.4
ESP,1971,33.8
ESP,1972,33.8
ESP,1973,33.8
ESP,1974,33.8
ESP,1975,33.8
ESP,1976,51.9
ESP,1977,54.4
ESP,1978,54.4
ESP,1979,57.5
ESP,1980,57.5
ESP,1981,60.6
ESP,1982,60.6
ESP,1983,73.8
ESP,1984,73.8
ESP,1985,73.8
ESP,1986,73.8
ESP,1987,73.8
ESP,1988,73.8
ESP,1989,73.8
ESP,1990,73.8
ESP,1991,73.8
ESP,1992,73.8
ESP,1993,73.8
ESP,1994,73.8
ESP,1995,76.9
ESP,1996,79.4
ESP,1997,94.4
ESP,1998,94.4
ESP,1999,94.4
ESP,2000,94.4
ESP,2001,94.4
ESP,2002,94.4
ESP,2003,94.4
ESP,2004,94.4
ESP,2005,94.4
ESP,2006,94.4
ESP,2007,94.4
ESP,2008,97.5
ESP,2009,97.5
ESP,2010,97.5
ESP,2011,97.5
ESP,2012,97.5
ESP,2013,97.5
ESP,2014,97.5
ESP,2015,97.5
ESP,2016,97.5
ESP,2017,97.5
ESP,2018,97.5
